U+2A6D7	𪛗
U+31526	𱔦
U+31527	𱔧
U+31528	𱔨
U+31529	𱔩
U+3152A	𱔪
U+3152B	𱔫
U+3152C	𱔬
U+3152D	𱔭
U+3152E	𱔮
U+3152F	𱔯
U+31530	𱔰
U+31532	𱔲
U+31533	𱔳
U+31534	𱔴
U+31535	𱔵
U+31536	𱔶
U+31537	𱔷
U+31538	𱔸
U+31539	𱔹
U+3153A	𱔺
U+3153B	𱔻
U+3153C	𱔼
U+3153D	𱔽
U+3153E	𱔾
U+3153F	𱔿
U+31540	𱕀
U+31541	𱕁
U+31543	𱕃
U+31544	𱕄
U+31545	𱕅
U+31546	𱕆
U+31547	𱕇
U+31548	𱕈
U+31549	𱕉
U+3154A	𱕊
U+3154B	𱕋
U+3154C	𱕌
U+3154D	𱕍
U+3154E	𱕎
U+31550	𱕐
U+31551	𱕑
U+31552	𱕒
U+31554	𱕔
U+31555	𱕕
U+31556	𱕖
U+31557	𱕗
U+31558	𱕘
U+31559	𱕙
U+3155A	𱕚
U+3155B	𱕛
U+3155C	𱕜
U+3155D	𱕝
U+3155F	𱕟
U+31560	𱕠
U+31562	𱕢
U+31563	𱕣
U+31564	𱕤
U+31566	𱕦
U+31567	𱕧
U+31568	𱕨
U+3156A	𱕪
U+3156B	𱕫
U+3156C	𱕬
U+3156D	𱕭
U+3156E	𱕮
U+3156F	𱕯
U+31570	𱕰
U+31571	𱕱
U+31572	𱕲
U+31573	𱕳
U+31574	𱕴
U+31575	𱕵
U+31577	𱕷
U+31578	𱕸
U+31579	𱕹
U+3157A	𱕺
U+3157B	𱕻
U+3157C	𱕼
U+3157D	𱕽
U+3157E	𱕾
U+3157F	𱕿
U+31580	𱖀
U+31581	𱖁
U+31582	𱖂
U+31583	𱖃
U+31584	𱖄
U+31585	𱖅
U+31586	𱖆
U+31587	𱖇
U+3158A	𱖊
U+3158B	𱖋
U+3158C	𱖌
U+3158D	𱖍
U+3158E	𱖎
U+3158F	𱖏
U+31590	𱖐
U+31591	𱖑
U+31592	𱖒
U+31594	𱖔
U+31595	𱖕
U+31596	𱖖
U+31597	𱖗
U+31598	𱖘
U+31599	𱖙
U+3159A	𱖚
U+3159C	𱖜
U+3159D	𱖝
U+3159E	𱖞
U+3159F	𱖟
U+315A0	𱖠
U+315A1	𱖡
U+315A2	𱖢
U+315A3	𱖣
U+315A4	𱖤
U+315A5	𱖥
U+315A7	𱖧
U+315A8	𱖨
U+315A9	𱖩
U+315AA	𱖪
U+315AB	𱖫
U+315AC	𱖬
U+315AD	𱖭
U+315AE	𱖮
U+315B0	𱖰
U+315B1	𱖱
U+315B2	𱖲
U+315B3	𱖳
U+315B4	𱖴
U+315B5	𱖵
U+315B6	𱖶
U+315B7	𱖷
U+315B8	𱖸
U+315B9	𱖹
U+315BA	𱖺
U+315BB	𱖻
U+315BC	𱖼
U+315BD	𱖽
U+315BE	𱖾
U+315C0	𱗀
U+315C2	𱗂
U+315C3	𱗃
U+315C4	𱗄
U+315C5	𱗅
U+315C7	𱗇
U+315C9	𱗉
U+315CA	𱗊
U+315CB	𱗋
U+315CC	𱗌
U+315CD	𱗍
U+315CE	𱗎
U+315CF	𱗏
U+315D0	𱗐
U+315D4	𱗔
U+315D5	𱗕
U+315D6	𱗖
U+315D8	𱗘
U+315D9	𱗙
U+315DA	𱗚
U+315DB	𱗛
U+315DC	𱗜
U+315DD	𱗝
U+315DE	𱗞
U+315DF	𱗟
U+315E0	𱗠
U+315E1	𱗡
U+315E2	𱗢
U+315E3	𱗣
U+315E4	𱗤
U+315E5	𱗥
U+315E7	𱗧
U+315E8	𱗨
U+315E9	𱗩
U+315EB	𱗫
U+315EC	𱗬
U+315ED	𱗭
U+315EE	𱗮
U+315EF	𱗯
U+315F0	𱗰
U+315F4	𱗴
U+315F5	𱗵
U+315F7	𱗷
U+315F8	𱗸
U+315F9	𱗹
U+315FA	𱗺
U+315FB	𱗻
U+315FC	𱗼
U+315FF	𱗿
U+31600	𱘀
U+31602	𱘂
U+31603	𱘃
U+31604	𱘄
U+31606	𱘆
U+31609	𱘉
U+3160A	𱘊
U+3160B	𱘋
U+3160D	𱘍
U+3160F	𱘏
U+31610	𱘐
U+31615	𱘕
U+31618	𱘘
U+31619	𱘙
U+3161A	𱘚
U+3161D	𱘝
U+3161E	𱘞
U+3161F	𱘟
U+31623	𱘣
U+31625	𱘥
U+31626	𱘦
U+3162D	𱘭
U+3162E	𱘮
U+31630	𱘰
U+31632	𱘲
U+31634	𱘴
U+31636	𱘶
U+3163C	𱘼
U+3163D	𱘽
U+31641	𱙁
U+31642	𱙂
U+31644	𱙄
U+31645	𱙅
U+31646	𱙆
U+31647	𱙇
U+31648	𱙈
U+31649	𱙉
U+3164A	𱙊
U+3164B	𱙋
U+3164D	𱙍
U+3164E	𱙎
U+3164F	𱙏
U+31650	𱙐
U+31651	𱙑
U+31652	𱙒
U+31654	𱙔
U+31655	𱙕
U+31656	𱙖
U+31657	𱙗
U+31658	𱙘
U+31659	𱙙
U+3165B	𱙛
U+3165C	𱙜
U+3165D	𱙝
U+3165F	𱙟
U+31660	𱙠
U+31661	𱙡
U+31663	𱙣
U+31664	𱙤
U+31665	𱙥
U+31666	𱙦
U+31667	𱙧
U+31668	𱙨
U+3166D	𱙭
U+3166E	𱙮
U+31670	𱙰
U+31671	𱙱
U+31672	𱙲
U+31674	𱙴
U+31675	𱙵
U+31677	𱙷
U+31678	𱙸
U+3167A	𱙺
U+3167B	𱙻
U+3167E	𱙾
U+3167F	𱙿
U+31680	𱚀
U+31681	𱚁
U+31683	𱚃
U+31684	𱚄
U+31685	𱚅
U+31687	𱚇
U+31688	𱚈
U+31689	𱚉
U+3168B	𱚋
U+3168C	𱚌
U+3168D	𱚍
U+3168E	𱚎
U+3168F	𱚏
U+31692	𱚒
U+31694	𱚔
U+31698	𱚘
U+31699	𱚙
U+3169B	𱚛
U+3169C	𱚜
U+3169D	𱚝
U+3169F	𱚟
U+316A0	𱚠
U+316A3	𱚣
U+316A5	𱚥
U+316A6	𱚦
U+316A8	𱚨
U+316AD	𱚭
U+316AF	𱚯
U+316B1	𱚱
U+316B2	𱚲
U+316B3	𱚳
U+316B4	𱚴
U+316B5	𱚵
U+316B6	𱚶
U+316B7	𱚷
U+316B8	𱚸
U+316B9	𱚹
U+316BA	𱚺
U+316BC	𱚼
U+316BF	𱚿
U+316C0	𱛀
U+316C1	𱛁
U+316C2	𱛂
U+316C3	𱛃
U+316C5	𱛅
U+316C6	𱛆
U+316C7	𱛇
U+316C8	𱛈
U+316C9	𱛉
U+316CA	𱛊
U+316CB	𱛋
U+316CC	𱛌
U+316CD	𱛍
U+316CF	𱛏
U+316D0	𱛐
U+316D1	𱛑
U+316D2	𱛒
U+316D3	𱛓
U+316D4	𱛔
U+316D5	𱛕
U+316D6	𱛖
U+316D7	𱛗
U+316D8	𱛘
U+316D9	𱛙
U+316DA	𱛚
U+316DB	𱛛
U+316DC	𱛜
U+316DD	𱛝
U+316DE	𱛞
U+316DF	𱛟
U+316E1	𱛡
U+316E2	𱛢
U+316E3	𱛣
U+316E4	𱛤
U+316E5	𱛥
U+316E6	𱛦
U+316E7	𱛧
U+316E8	𱛨
U+316E9	𱛩
U+316EB	𱛫
U+316EC	𱛬
U+316EE	𱛮
U+316EF	𱛯
U+316F0	𱛰
U+316F4	𱛴
U+316F6	𱛶
U+316F7	𱛷
U+316F9	𱛹
U+316FB	𱛻
U+316FD	𱛽
U+316FE	𱛾
U+316FF	𱛿
U+31700	𱜀
U+31705	𱜅
U+31706	𱜆
U+31707	𱜇
U+3170A	𱜊
U+3170B	𱜋
U+3170D	𱜍
U+3170E	𱜎
U+3170F	𱜏
U+31710	𱜐
U+31712	𱜒
U+31713	𱜓
U+31716	𱜖
U+3171A	𱜚
U+3171E	𱜞
U+3171F	𱜟
U+31722	𱜢
U+31724	𱜤
U+31725	𱜥
U+31726	𱜦
U+31728	𱜨
U+3172A	𱜪
U+3172C	𱜬
U+3172E	𱜮
U+3172F	𱜯
U+31730	𱜰
U+31733	𱜳
U+31737	𱜷
U+31738	𱜸
U+3173A	𱜺
U+3173B	𱜻
U+3173C	𱜼
U+3173D	𱜽
U+3173E	𱜾
U+3173F	𱜿
U+31740	𱝀
U+31743	𱝃
U+31744	𱝄
U+31749	𱝉
U+3174C	𱝌
U+3174D	𱝍
U+3174E	𱝎
U+3174F	𱝏
U+31750	𱝐
U+31751	𱝑
U+31752	𱝒
U+31753	𱝓
U+31757	𱝗
U+31759	𱝙
U+3175A	𱝚
U+3175B	𱝛
U+3175C	𱝜
U+3175E	𱝞
U+3175F	𱝟
U+31760	𱝠
U+31761	𱝡
U+31763	𱝣
U+31764	𱝤
U+3176B	𱝫
U+3176C	𱝬
U+3176E	𱝮
U+31770	𱝰
U+31772	𱝲
U+31773	𱝳
U+31774	𱝴
U+31775	𱝵
U+31779	𱝹
U+3177A	𱝺
U+3177C	𱝼
U+3177E	𱝾
U+3177F	𱝿
U+31781	𱞁
U+31782	𱞂
U+31783	𱞃
U+31784	𱞄
U+31785	𱞅
U+31786	𱞆
U+31788	𱞈
U+31789	𱞉
U+3178A	𱞊
U+3178B	𱞋
U+3178C	𱞌
U+3178E	𱞎
U+3178F	𱞏
U+31792	𱞒
U+31793	𱞓
U+31794	𱞔
U+31795	𱞕
U+31798	𱞘
U+3179A	𱞚
U+3179B	𱞛
U+3179D	𱞝
U+3179E	𱞞
U+3179F	𱞟
U+317A0	𱞠
U+317A1	𱞡
U+317A4	𱞤
U+317A5	𱞥
U+317A6	𱞦
U+317A9	𱞩
U+317AA	𱞪
U+317AB	𱞫
U+317AC	𱞬
U+317AD	𱞭
U+317AF	𱞯
U+317B0	𱞰
U+317B1	𱞱
U+317B2	𱞲
U+317B6	𱞶
U+317B9	𱞹
U+317BA	𱞺
U+317C0	𱟀
U+317C4	𱟄
U+317CA	𱟊
U+317CB	𱟋
U+317CC	𱟌
U+317CE	𱟎
U+317D0	𱟐
U+317D3	𱟓
U+317D4	𱟔
U+317D5	𱟕
U+317D6	𱟖
U+317D9	𱟙
U+317DB	𱟛
U+317DC	𱟜
U+317DD	𱟝
U+317DE	𱟞
U+317E1	𱟡
U+317E2	𱟢
U+317E3	𱟣
U+317E5	𱟥
U+317E7	𱟧
U+317E9	𱟩
U+317EA	𱟪
U+317EB	𱟫
U+317EC	𱟬
U+317ED	𱟭
U+317EE	𱟮
U+317EF	𱟯
U+317F0	𱟰
U+317F1	𱟱
U+317F2	𱟲
U+317F3	𱟳
U+317F4	𱟴
U+317F5	𱟵
U+317F8	𱟸
U+317F9	𱟹
U+317FA	𱟺
U+317FB	𱟻
U+317FC	𱟼
U+317FD	𱟽
U+317FE	𱟾
U+317FF	𱟿
U+31800	𱠀
U+31803	𱠃
U+31806	𱠆
U+3180A	𱠊
U+3180B	𱠋
U+3180C	𱠌
U+3180D	𱠍
U+3180E	𱠎
U+3180F	𱠏
U+31812	𱠒
U+31813	𱠓
U+31814	𱠔
U+31815	𱠕
U+31816	𱠖
U+31819	𱠙
U+3181A	𱠚
U+3181B	𱠛
U+3181C	𱠜
U+3181D	𱠝
U+3181F	𱠟
U+31820	𱠠
U+31822	𱠢
U+31823	𱠣
U+31824	𱠤
U+31825	𱠥
U+31826	𱠦
U+31827	𱠧
U+31828	𱠨
U+31829	𱠩
U+3182A	𱠪
U+3182B	𱠫
U+3182C	𱠬
U+31830	𱠰
U+31832	𱠲
U+31834	𱠴
U+31836	𱠶
U+31838	𱠸
U+31839	𱠹
U+3183A	𱠺
U+3183C	𱠼
U+31840	𱡀
U+31841	𱡁
U+31842	𱡂
U+31843	𱡃
U+31847	𱡇
U+31848	𱡈
U+3184A	𱡊
U+3184B	𱡋
U+3184E	𱡎
U+3184F	𱡏
U+31850	𱡐
U+31852	𱡒
U+31856	𱡖
U+31857	𱡗
U+31858	𱡘
U+31859	𱡙
U+3185A	𱡚
U+3185B	𱡛
U+3185C	𱡜
U+3185F	𱡟
U+31860	𱡠
U+31861	𱡡
U+31866	𱡦
U+3186B	𱡫
U+3186D	𱡭
U+31873	𱡳
U+31874	𱡴
U+31875	𱡵
U+3187B	𱡻
U+3187C	𱡼
U+3187E	𱡾
U+3187F	𱡿
U+31881	𱢁
U+31882	𱢂
U+31883	𱢃
U+31884	𱢄
U+31887	𱢇
U+31888	𱢈
U+31889	𱢉
U+3188C	𱢌
U+3188D	𱢍
U+3188F	𱢏
U+31890	𱢐
U+31891	𱢑
U+31892	𱢒
U+31894	𱢔
U+31896	𱢖
U+31899	𱢙
U+3189A	𱢚
U+3189B	𱢛
U+3189D	𱢝
U+318A1	𱢡
U+318A3	𱢣
U+318A4	𱢤
U+318A5	𱢥
U+318A6	𱢦
U+318A9	𱢩
U+318AC	𱢬
U+318AD	𱢭
U+318B0	𱢰
U+318B2	𱢲
U+318B9	𱢹
U+318BA	𱢺
U+318BB	𱢻
U+318BC	𱢼
U+318BE	𱢾
U+318BF	𱢿
U+318C0	𱣀
U+318C1	𱣁
U+318C2	𱣂
U+318C4	𱣄
U+318C5	𱣅
U+318C6	𱣆
U+318C7	𱣇
U+318C9	𱣉
U+318CA	𱣊
U+318CB	𱣋
U+318CE	𱣎
U+318CF	𱣏
U+318D0	𱣐
U+318D1	𱣑
U+318D2	𱣒
U+318D3	𱣓
U+318D5	𱣕
U+318D6	𱣖
U+318D7	𱣗
U+318D8	𱣘
U+318D9	𱣙
U+318DA	𱣚
U+318DB	𱣛
U+318DD	𱣝
U+318DE	𱣞
U+318DF	𱣟
U+318E0	𱣠
U+318E1	𱣡
U+318E4	𱣤
U+318E9	𱣩
U+318EC	𱣬
U+318ED	𱣭
U+318EE	𱣮
U+318EF	𱣯
U+318F0	𱣰
U+318F1	𱣱
U+318F4	𱣴
U+318F6	𱣶
U+318F7	𱣷
U+318F9	𱣹
U+318FA	𱣺
U+318FB	𱣻
U+318FE	𱣾
U+31903	𱤃
U+31907	𱤇
U+31908	𱤈
U+3190F	𱤏
U+31911	𱤑
U+31915	𱤕
U+31917	𱤗
U+31919	𱤙
U+3191A	𱤚
U+3191B	𱤛
U+3191C	𱤜
U+3191E	𱤞
U+31926	𱤦
U+3192C	𱤬
U+3192D	𱤭
U+31930	𱤰
U+31933	𱤳
U+31936	𱤶
U+31937	𱤷
U+31938	𱤸
U+31939	𱤹
U+3193A	𱤺
U+3193B	𱤻
U+3193C	𱤼
U+3193D	𱤽
U+3193F	𱤿
U+31942	𱥂
U+31944	𱥄
U+31945	𱥅
U+31946	𱥆
U+31947	𱥇
U+31948	𱥈
U+3194A	𱥊
U+3194C	𱥌
U+3194E	𱥎
U+3194F	𱥏
U+31950	𱥐
U+31951	𱥑
U+31954	𱥔
U+31955	𱥕
U+31957	𱥗
U+3195A	𱥚
U+3195B	𱥛
U+3195C	𱥜
U+3195D	𱥝
U+3195E	𱥞
U+3195F	𱥟
U+31960	𱥠
U+31961	𱥡
U+31962	𱥢
U+31963	𱥣
U+31964	𱥤
U+3196B	𱥫
U+3196C	𱥬
U+3196D	𱥭
U+3196F	𱥯
U+31970	𱥰
U+31971	𱥱
U+31972	𱥲
U+31973	𱥳
U+31974	𱥴
U+31975	𱥵
U+31976	𱥶
U+31977	𱥷
U+31978	𱥸
U+31979	𱥹
U+3197A	𱥺
U+3197B	𱥻
U+3197C	𱥼
U+31983	𱦃
U+31984	𱦄
U+31985	𱦅
U+31988	𱦈
U+3198A	𱦊
U+3198B	𱦋
U+3198F	𱦏
U+31990	𱦐
U+31991	𱦑
U+31993	𱦓
U+31994	𱦔
U+31995	𱦕
U+3199C	𱦜
U+3199D	𱦝
U+319A1	𱦡
U+319A8	𱦨
U+319AD	𱦭
U+319B2	𱦲
U+319B5	𱦵
U+319B7	𱦷
U+319BC	𱦼
U+319C0	𱧀
U+319C1	𱧁
U+319C5	𱧅
U+319D4	𱧔
U+319DA	𱧚
U+319DB	𱧛
U+319DC	𱧜
U+319E0	𱧠
U+319E6	𱧦
U+319E7	𱧧
U+319ED	𱧭
U+319EE	𱧮
U+319F4	𱧴
U+31A01	𱨁
U+31A02	𱨂
U+31A0D	𱨍
U+31A19	𱨙
U+31A1A	𱨚
U+31A2C	𱨬
U+31A33	𱨳
U+31A38	𱨸
U+31A3F	𱨿
U+31A42	𱩂
U+31A49	𱩉
U+31A4A	𱩊
U+31A53	𱩓
U+31A54	𱩔
U+31A6A	𱩪
U+31A6F	𱩯
U+31A75	𱩵
U+31A78	𱩸
U+31A7B	𱩻
U+31A7D	𱩽
U+31A7F	𱩿
U+31A87	𱪇
U+31A8E	𱪎
U+31A90	𱪐
U+31A98	𱪘
U+31A9A	𱪚
U+31A9D	𱪝
U+31AA1	𱪡
U+31AA2	𱪢
U+31AA3	𱪣
U+31AA5	𱪥
U+31AA6	𱪦
U+31AA7	𱪧
U+31AA8	𱪨
U+31AA9	𱪩
U+31AAA	𱪪
U+31AAC	𱪬
U+31AAD	𱪭
U+31AAE	𱪮
U+31AAF	𱪯
U+31AB1	𱪱
U+31AB2	𱪲
U+31AB3	𱪳
U+31AB4	𱪴
U+31AB5	𱪵
U+31ABE	𱪾
U+31ABF	𱪿
U+31AC1	𱫁
U+31AC2	𱫂
U+31AC4	𱫄
U+31AC5	𱫅
U+31AC8	𱫈
U+31AC9	𱫉
U+31ACA	𱫊
U+31ACB	𱫋
U+31ACC	𱫌
U+31ACD	𱫍
U+31AD0	𱫐
U+31AD1	𱫑
U+31AD2	𱫒
U+31AD3	𱫓
U+31AD6	𱫖
U+31AD9	𱫙
U+31ADC	𱫜
U+31ADF	𱫟
U+31AE9	𱫩
U+31AEA	𱫪
U+31AEB	𱫫
U+31AEF	𱫯
U+31AF8	𱫸
U+31AFB	𱫻
U+31B00	𱬀
U+31B02	𱬂
U+31B0B	𱬋
U+31B0D	𱬍
U+31B0F	𱬏
U+31B11	𱬑
U+31B12	𱬒
U+31B16	𱬖
U+31B18	𱬘
U+31B19	𱬙
U+31B1D	𱬝
U+31B20	𱬠
U+31B21	𱬡
U+31B25	𱬥
U+31B26	𱬦
U+31B2B	𱬫
U+31B2E	𱬮
U+31B31	𱬱
U+31B32	𱬲
U+31B33	𱬳
U+31B36	𱬶
U+31B37	𱬷
U+31B39	𱬹
U+31B3F	𱬿
U+31B40	𱭀
U+31B41	𱭁
U+31B44	𱭄
U+31B48	𱭈
U+31B49	𱭉
U+31B4A	𱭊
U+31B4D	𱭍
U+31B4F	𱭏
U+31B52	𱭒
U+31B59	𱭙
U+31B5C	𱭜
U+31B5D	𱭝
U+31B5E	𱭞
U+31B5F	𱭟
U+31B62	𱭢
U+31B63	𱭣
U+31B64	𱭤
U+31B65	𱭥
U+31B66	𱭦
U+31B67	𱭧
U+31B68	𱭨
U+31B6A	𱭪
U+31B6B	𱭫
U+31B6C	𱭬
U+31B6D	𱭭
U+31B6E	𱭮
U+31B6F	𱭯
U+31B70	𱭰
U+31B73	𱭳
U+31B75	𱭵
U+31B76	𱭶
U+31B77	𱭷
U+31B79	𱭹
U+31B7E	𱭾
U+31B7F	𱭿
U+31B80	𱮀
U+31B83	𱮃
U+31B84	𱮄
U+31B85	𱮅
U+31B86	𱮆
U+31B87	𱮇
U+31B89	𱮉
U+31B8C	𱮌
U+31B8F	𱮏
U+31B90	𱮐
U+31B91	𱮑
U+31B92	𱮒
U+31B98	𱮘
U+31B9B	𱮛
U+31B9C	𱮜
U+31BA2	𱮢
U+31BAF	𱮯
U+31BB2	𱮲
U+31BB3	𱮳
U+31BB4	𱮴
U+31BB5	𱮵
U+31BB6	𱮶
U+31BB7	𱮷
U+31BB8	𱮸
U+31BBA	𱮺
U+31BBD	𱮽
U+31BBE	𱮾
U+31BBF	𱮿
U+31BC2	𱯂
U+31BC4	𱯄
U+31BC6	𱯆
U+31BC7	𱯇
U+31BCB	𱯋
U+31BCD	𱯍
U+31BD1	𱯑
U+31BDA	𱯚
U+31BDC	𱯜
U+31BDE	𱯞
U+31BE5	𱯥
U+31BE7	𱯧
U+31BE8	𱯨
U+31BE9	𱯩
U+31BF9	𱯹
U+31BFC	𱯼
U+31C06	𱰆
U+31C0A	𱰊
U+31C0B	𱰋
U+31C0C	𱰌
U+31C0D	𱰍
U+31C0E	𱰎
U+31C0F	𱰏
U+31C10	𱰐
U+31C13	𱰓
U+31C16	𱰖
U+31C17	𱰗
U+31C19	𱰙
U+31C1A	𱰚
U+31C1B	𱰛
U+31C1C	𱰜
U+31C1D	𱰝
U+31C20	𱰠
U+31C24	𱰤
U+31C25	𱰥
U+31C26	𱰦
U+31C27	𱰧
U+31C29	𱰩
U+31C2A	𱰪
U+31C2B	𱰫
U+31C2D	𱰭
U+31C2E	𱰮
U+31C31	𱰱
U+31C33	𱰳
U+31C37	𱰷
U+31C38	𱰸
U+31C39	𱰹
U+31C3A	𱰺
U+31C3C	𱰼
U+31C3D	𱰽
U+31C40	𱱀
U+31C41	𱱁
U+31C44	𱱄
U+31C46	𱱆
U+31C47	𱱇
U+31C4A	𱱊
U+31C4B	𱱋
U+31C4D	𱱍
U+31C4E	𱱎
U+31C50	𱱐
U+31C53	𱱓
U+31C55	𱱕
U+31C57	𱱗
U+31C58	𱱘
U+31C5A	𱱚
U+31C5D	𱱝
U+31C5E	𱱞
U+31C5F	𱱟
U+31C60	𱱠
U+31C61	𱱡
U+31C63	𱱣
U+31C66	𱱦
U+31C69	𱱩
U+31C6C	𱱬
U+31C6D	𱱭
U+31C6E	𱱮
U+31C70	𱱰
U+31C71	𱱱
U+31C73	𱱳
U+31C74	𱱴
U+31C7B	𱱻
U+31C7F	𱱿
U+31C80	𱲀
U+31C81	𱲁
U+31C83	𱲃
U+31C85	𱲅
U+31C86	𱲆
U+31C8A	𱲊
U+31C8B	𱲋
U+31C8D	𱲍
U+31C8E	𱲎
U+31C92	𱲒
U+31C98	𱲘
U+31C9C	𱲜
U+31C9E	𱲞
U+31C9F	𱲟
U+31CA1	𱲡
U+31CA3	𱲣
U+31CA5	𱲥
U+31CA6	𱲦
U+31CAA	𱲪
U+31CAB	𱲫
U+31CAE	𱲮
U+31CB1	𱲱
U+31CB3	𱲳
U+31CB5	𱲵
U+31CB7	𱲷
U+31CB9	𱲹
U+31CBA	𱲺
U+31CBC	𱲼
U+31CBD	𱲽
U+31CBE	𱲾
U+31CC3	𱳃
U+31CC4	𱳄
U+31CC5	𱳅
U+31CC6	𱳆
U+31CC7	𱳇
U+31CC8	𱳈
U+31CCB	𱳋
U+31CD2	𱳒
U+31CD3	𱳓
U+31CDB	𱳛
U+31CDC	𱳜
U+31CDD	𱳝
U+31CDE	𱳞
U+31CE2	𱳢
U+31CE3	𱳣
U+31CE5	𱳥
U+31CE7	𱳧
U+31CE9	𱳩
U+31CEA	𱳪
U+31CEC	𱳬
U+31CED	𱳭
U+31CEE	𱳮
U+31CEF	𱳯
U+31CF0	𱳰
U+31CF1	𱳱
U+31CF2	𱳲
U+31CF3	𱳳
U+31CF4	𱳴
U+31CF5	𱳵
U+31CF9	𱳹
U+31CFB	𱳻
U+31CFC	𱳼
U+31CFE	𱳾
U+31D01	𱴁
U+31D02	𱴂
U+31D04	𱴄
U+31D06	𱴆
U+31D07	𱴇
U+31D08	𱴈
U+31D09	𱴉
U+31D0A	𱴊
U+31D0B	𱴋
U+31D0C	𱴌
U+31D0D	𱴍
U+31D0E	𱴎
U+31D0F	𱴏
U+31D10	𱴐
U+31D11	𱴑
U+31D12	𱴒
U+31D14	𱴔
U+31D17	𱴗
U+31D18	𱴘
U+31D19	𱴙
U+31D1B	𱴛
U+31D1C	𱴜
U+31D1E	𱴞
U+31D1F	𱴟
U+31D20	𱴠
U+31D24	𱴤
U+31D25	𱴥
U+31D28	𱴨
U+31D29	𱴩
U+31D2A	𱴪
U+31D2C	𱴬
U+31D2D	𱴭
U+31D2F	𱴯
U+31D31	𱴱
U+31D33	𱴳
U+31D36	𱴶
U+31D3B	𱴻
U+31D3C	𱴼
U+31D3D	𱴽
U+31D3E	𱴾
U+31D40	𱵀
U+31D41	𱵁
U+31D44	𱵄
U+31D45	𱵅
U+31D4B	𱵋
U+31D51	𱵑
U+31D52	𱵒
U+31D53	𱵓
U+31D54	𱵔
U+31D57	𱵗
U+31D5A	𱵚
U+31D5F	𱵟
U+31D65	𱵥
U+31D68	𱵨
U+31D6A	𱵪
U+31D6B	𱵫
U+31D6D	𱵭
U+31D70	𱵰
U+31D72	𱵲
U+31D7C	𱵼
U+31D7D	𱵽
U+31D7E	𱵾
U+31D7F	𱵿
U+31D82	𱶂
U+31D84	𱶄
U+31D85	𱶅
U+31D8A	𱶊
U+31D8C	𱶌
U+31D90	𱶐
U+31D9A	𱶚
U+31D9C	𱶜
U+31D9E	𱶞
U+31D9F	𱶟
U+31DA1	𱶡
U+31DA8	𱶨
U+31DAA	𱶪
U+31DAB	𱶫
U+31DAC	𱶬
U+31DB3	𱶳
U+31DB5	𱶵
U+31DB6	𱶶
U+31DBB	𱶻
U+31DBE	𱶾
U+31DBF	𱶿
U+31DC2	𱷂
U+31DC3	𱷃
U+31DC5	𱷅
U+31DC6	𱷆
U+31DC8	𱷈
U+31DD1	𱷑
U+31DDC	𱷜
U+31DE3	𱷣
U+31DE5	𱷥
U+31DEC	𱷬
U+31DEE	𱷮
U+31DEF	𱷯
U+31DF0	𱷰
U+31DF2	𱷲
U+31DF4	𱷴
U+31DF5	𱷵
U+31DF7	𱷷
U+31DF8	𱷸
U+31DFA	𱷺
U+31DFB	𱷻
U+31DFD	𱷽
U+31DFE	𱷾
U+31DFF	𱷿
U+31E00	𱸀
U+31E01	𱸁
U+31E02	𱸂
U+31E03	𱸃
U+31E04	𱸄
U+31E05	𱸅
U+31E07	𱸇
U+31E08	𱸈
U+31E0B	𱸋
U+31E0D	𱸍
U+31E0E	𱸎
U+31E0F	𱸏
U+31E10	𱸐
U+31E11	𱸑
U+31E12	𱸒
U+31E14	𱸔
U+31E15	𱸕
U+31E16	𱸖
U+31E17	𱸗
U+31E18	𱸘
U+31E19	𱸙
U+31E1B	𱸛
U+31E1C	𱸜
U+31E1D	𱸝
U+31E21	𱸡
U+31E22	𱸢
U+31E25	𱸥
U+31E26	𱸦
U+31E27	𱸧
U+31E28	𱸨
U+31E2A	𱸪
U+31E2D	𱸭
U+31E33	𱸳
U+31E34	𱸴
U+31E35	𱸵
U+31E36	𱸶
U+31E37	𱸷
U+31E39	𱸹
U+31E3A	𱸺
U+31E3B	𱸻
U+31E3C	𱸼
U+31E3D	𱸽
U+31E3E	𱸾
U+31E40	𱹀
U+31E41	𱹁
U+31E43	𱹃
U+31E44	𱹄
U+31E4A	𱹊
U+31E4D	𱹍
U+31E4E	𱹎
U+31E52	𱹒
U+31E54	𱹔
U+31E55	𱹕
U+31E56	𱹖
U+31E57	𱹗
U+31E58	𱹘
U+31E5A	𱹚
U+31E5E	𱹞
U+31E62	𱹢
U+31E64	𱹤
U+31E66	𱹦
U+31E6B	𱹫
U+31E70	𱹰
U+31E71	𱹱
U+31E72	𱹲
U+31E73	𱹳
U+31E74	𱹴
U+31E75	𱹵
U+31E7A	𱹺
U+31E7C	𱹼
U+31E82	𱺂
U+31E83	𱺃
U+31E84	𱺄
U+31E86	𱺆
U+31E89	𱺉
U+31E8F	𱺏
U+31E90	𱺐
U+31E91	𱺑
U+31E92	𱺒
U+31E93	𱺓
U+31E94	𱺔
U+31E95	𱺕
U+31E96	𱺖
U+31E97	𱺗
U+31E98	𱺘
U+31E99	𱺙
U+31E9A	𱺚
U+31E9B	𱺛
U+31E9C	𱺜
U+31E9D	𱺝
U+31E9E	𱺞
U+31E9F	𱺟
U+31EA0	𱺠
U+31EA1	𱺡
U+31EA2	𱺢
U+31EA3	𱺣
U+31EA4	𱺤
U+31EA5	𱺥
